sample_id,class_id,class_name,macro_class,season,confidence,split,source,notes,scl,x,y,B04,B03,B02,B05,B06,B07,B08,B8A,B11,B12,NDVI,NDWI,MNDWI,NDBI_like,SWIR_ratio,NIR_SWIR_ratio,RED_SWIR_ratio,GREEN_SWIR_ratio,BLUE_RED_ratio
agua_humedad_007,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730640.0,7384400.0,4382.0,7118.0,7482.0,3558.5,1509.5,1433.5,1428.5,1186.0,1045.0,1034.5,-0.5083039324484461,0.6657111097331408,0.7439666788259259,-0.1550434606205605,1.0101498298596907,1.366985644624894,4.193301431393969,6.81148324707035,1.7074395249412506
agua_humedad_011,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,731040.0,7385320.0,5270.0,7768.0,7962.0,4468.5,1881.0,1651.5,1619.0,1267.5,1077.0,1070.0,-0.529975322901731,0.6550548630387711,0.7564725832949154,-0.2010385755930865,1.006542055134073,1.503249766477948,4.8932219081771375,7.21262766275522,1.5108159389922549
agua_humedad_001,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,5,728320.0,7390460.0,2816.0,6562.0,6696.0,2122.0,1111.0,1133.0,1113.0,1088.0,1094.5,1111.0,-0.433443624221572,0.7099674266175938,0.714099131363665,-0.0083805209475059,0.9851485139647628,1.0169026943655526,2.572864319257319,5.995431698496636,2.377840908246505
agua_humedad_009,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730660.0,7391760.0,2988.0,6054.0,6460.0,2321.0,1145.5,1159.0,1123.0,1083.5,1069.5,1057.0,-0.4536609096439647,0.6870558728316767,0.6997262580613847,-0.0244013682898967,1.0118259214646868,1.0500233744272804,2.793828889393334,5.660589055015811,2.161981257643246
agua_humedad_002,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729080.0,7390680.0,3264.0,7112.0,7630.0,2426.5,1166.5,1165.5,1146.5,1090.0,1074.5,1076.0,-0.4801042964561604,0.7223466730371924,0.7374946557457406,-0.0324178297917974,0.9986059470273178,1.0670079096630916,3.037691946916992,6.618892501983347,2.3376225483034245
agua_humedad_002,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,728480.0,7390140.0,3130.0,6940.0,7488.0,2576.0,1174.5,1156.5,1124.5,1070.5,1068.5,1078.5,-0.4713832411631488,0.7211234421574649,0.7331585189819368,-0.02553579570199,0.9907278618537524,1.0524099194642864,2.929340193795657,6.495086563879188,2.392332267606284
agua_humedad_014,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura/húmeda homogénea,6,730300.0,7394260.0,3231.0,6862.0,7328.0,2776.0,1261.5,1235.5,1180.0,1114.0,1057.0,1060.0,-0.4649739287089154,0.706540661439127,0.7330471018142383,-0.0549843540210172,0.9971698103800284,1.1163670755758115,3.0567644247334296,6.491958366611202,2.2680284734546494
agua_humedad_007,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730760.0,7385240.0,3910.0,7040.0,7522.0,3141.0,1333.5,1295.5,1287.0,1141.0,1057.0,1056.5,-0.504714258128783,0.6908850725722486,0.7389156476795213,-0.0981228668523366,1.0004732598197128,1.2175969714119232,3.699148530085952,6.660359501740435,1.9237851657483929
agua_humedad_014,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura/húmeda homogénea,6,729820.0,7394780.0,3516.0,6844.0,6954.0,2813.5,1309.5,1297.5,1286.5,1194.5,1093.5,1078.5,-0.46423737626981,0.683537297745091,0.7244724408536097,-0.0810924369407174,1.0139082049013368,1.1764974840635596,3.2153635087193746,6.25880200616479,1.9778156990961844
agua_humedad_005,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,728980.0,7389200.0,3162.0,6044.0,6222.0,2487.0,1161.5,1139.0,1127.0,1070.0,1062.0,1058.5,-0.4744695732164911,0.6856784269020111,0.7010976638472983,-0.0296939241527209,1.0033065649472777,1.061205272070428,2.9774011271399234,5.691148770535641,1.9677419348615617
agua_humedad_001,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,728580.0,7390640.0,3149.0,6978.0,7070.0,2371.0,1127.0,1134.0,1126.0,1086.0,1078.0,1081.5,-0.4732163741583119,0.7221125369296505,0.7323733862050181,-0.0217785843821331,0.996763753123658,1.0445269007008098,2.921150275583348,6.4730983242364575,2.245157192046632
agua_humedad_004,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729660.0,7390240.0,3665.0,7384.0,8078.0,2786.5,1179.5,1176.5,1155.5,1072.5,1050.5,1057.5,-0.5205891503950649,0.7293752560771268,0.7509040250458351,-0.0475974614471453,0.9933806137178433,1.0999524025702498,3.488814846750295,7.029033786740567,2.2040927688392653
agua_humedad_010,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,731300.0,7385000.0,5288.0,7684.0,7808.0,4422.0,1809.5,1638.0,1610.5,1251.0,1053.5,1063.5,-0.5330869028726408,0.6534509655545268,0.758855507781533,-0.209084084005599,0.9905970841649298,1.5287138096547566,5.0194589416046895,7.29378262240742,1.47655068050746
agua_humedad_010,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,731080.0,7384060.0,4790.0,7488.0,7552.0,3959.0,1607.0,1458.5,1427.5,1172.0,1044.5,1044.5,-0.5408122234755428,0.6797711849386158,0.7551714033688636,-0.15493527501823,0.999999999042604,1.3666826219562636,4.585926276126447,7.168980366520842,1.5766179537418332
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730180.0,7391360.0,4018.0,6570.0,6750.0,3181.0,1368.5,1291.0,1305.0,1163.5,1039.5,1037.5,-0.5096749952076507,0.6685714284865306,0.7267888822226442,-0.1132437619478593,1.00192770987766,1.2554112542035485,3.865319861601424,6.32034631426614,1.6799402683723397
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729840.0,7390580.0,4196.0,7060.0,7174.0,3331.5,1389.5,1323.5,1325.5,1151.0,1034.0,1034.5,-0.5198768449660641,0.6838590423130572,0.7445021002292436,-0.1235431234907636,0.9995166737559044,1.281914892377258,4.058027075379084,6.827852991462424,1.709723545827044
agua_humedad_003,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,728520.0,7389760.0,4996.0,7714.0,7882.0,4029.0,1758.0,1634.5,1648.0,1340.0,1060.0,1068.0,-0.5039133051619636,0.647938474615687,0.7583770229361321,-0.217134416463392,0.9925093623665642,1.5547169796653613,4.713207542723389,7.2773584837006045,1.5776621293879778
agua_humedad_014,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura/húmeda homogénea,6,729800.0,7394800.0,3665.0,6912.0,6970.0,3084.5,1301.5,1266.5,1230.0,1131.5,1072.5,1067.0,-0.4974463737492448,0.697862932854598,0.7313544992508793,-0.0684039087650797,1.0051546382332197,1.1468531457838198,3.4172494140631704,6.444755238746148,1.9017735329053824
agua_humedad_009,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730360.0,7390960.0,3930.0,6180.0,6072.0,3237.0,1340.0,1251.0,1232.5,1056.0,1050.0,1048.0,-0.5225181597050812,0.6674536255423333,0.7095435683665915,-0.0799561883548932,1.0019083959905453,1.17380952269161,3.742857139292517,5.885714280108843,1.5450381675457918
agua_humedad_004,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729300.0,7390080.0,3704.0,7120.0,7514.0,2783.5,1217.0,1197.0,1186.5,1074.0,1044.0,1048.5,-0.5147735404325174,0.714320110670641,0.7442430180372068,-0.0638870208187011,0.9957081535567875,1.136494251784967,3.5478927169081484,6.819923365115015,2.0286177100354705
agua_humedad_005,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729240.0,7389400.0,3133.0,6248.0,6570.0,2389.5,1132.5,1126.5,1115.5,1062.5,1054.5,1052.0,-0.4748734846475524,0.6970190805055994,0.7111947962052455,-0.0281105990653868,1.002376424902684,1.0578473200020413,2.9710763366798703,5.925082972095701,2.0970315984369514
agua_humedad_005,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,728960.0,7389120.0,3418.0,6150.0,6236.0,2616.0,1198.0,1184.0,1204.0,1094.5,1076.0,1062.0,-0.4790134140028097,0.6725591513907316,0.7021865484774167,-0.05614035085257,1.0131826732455906,1.1189591067667666,3.176579922698345,5.71561337758772,1.824458747271955
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729920.0,7390540.0,4120.0,6798.0,6962.0,3292.5,1372.5,1301.0,1303.0,1142.5,1045.0,1048.5,-0.5194541765592008,0.6783113195064422,0.7335203365123651,-0.109880749527308,0.9966618969988916,1.2468899509599138,3.942583728284609,6.505263151669604,1.6898058248325714
agua_humedad_007,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730680.0,7384800.0,4408.0,7194.0,7596.0,3620.0,1486.5,1364.0,1352.0,1193.5,1052.0,1046.0,-0.5305555554634452,0.683594664090382,0.7448459858422452,-0.1247920132592379,1.005736136705797,1.2851711014399514,4.190114064458066,6.838403035324712,1.723230489627216
agua_humedad_003,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,728640.0,7389960.0,3907.0,7448.0,8036.0,3360.5,1569.5,1470.0,1372.0,1289.5,1053.5,1054.5,-0.4802045841105882,0.6888888888107836,0.7521613831968286,-0.1313131312589927,0.999051682314792,1.3023255801591591,3.708590409389093,7.069767435149721,2.0568210898242074
agua_humedad_009,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730340.0,7390940.0,3915.0,6120.0,6026.0,3210.5,1328.0,1239.0,1239.0,1051.5,1048.0,1052.5,-0.5192083817386092,0.6632694658699185,0.7075892856155707,-0.0835155224820658,0.995724464612138,1.1822519072688435,3.735687019336176,5.8396946509163215,1.5392081732977758
agua_humedad_003,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,728740.0,7390000.0,3632.0,7260.0,7776.0,2829.0,1276.0,1226.5,1200.0,1084.0,1046.5,1059.5,-0.5033112581739836,0.7163120566529182,0.7480286521702246,-0.0683285109867222,0.9877300604174326,1.1466794064532446,3.4706163368651537,6.93741040904213,2.1409691624061207
agua_humedad_010,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,731040.0,7384060.0,4812.0,7542.0,7628.0,3941.5,1591.5,1472.0,1441.0,1173.0,1043.0,1043.0,-0.5391012313227088,0.6791717688211987,0.7570180546584719,-0.1602254427696355,0.9999999990412272,1.381591561474984,4.613614568922708,7.231064230842699,1.5852036571934325
agua_humedad_004,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729440.0,7389940.0,3437.0,7256.0,7806.0,2617.5,1160.5,1158.0,1140.5,1069.0,1054.5,1052.5,-0.5016930637899086,0.7283391888610327,0.746224655466431,-0.0391799544240638,1.001900236577767,1.0815552384243192,3.25936462469477,6.880986242881947,2.2711667144977694
agua_humedad_002,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,728680.0,7390260.0,3136.0,6944.0,7530.0,2481.0,1163.5,1147.5,1128.5,1074.0,1052.0,1066.0,-0.4707468635313057,0.7204087952034179,0.7368684341249538,-0.0350836963838185,0.9868667908190742,1.0727186301590126,2.9809885903222537,6.600760449999276,2.4011479584180013
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730160.0,7391600.0,4268.0,6410.0,6350.0,3464.0,1481.0,1379.0,1389.0,1167.0,1042.5,1043.0,-0.5089269930159224,0.643800487159405,0.7202281112753803,-0.1425046267149888,0.99952061265626,1.3323740994413675,4.094004792235967,6.148681049257859,1.487816307055338
agua_humedad_010,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,731360.0,7384860.0,4816.0,7706.0,7874.0,3956.0,1595.0,1463.5,1438.5,1177.0,1063.5,1063.0,-0.5400111918554622,0.685384657369415,0.7574548148973766,-0.1498800958633573,1.000470365944995,1.3526093076139074,4.528443813325393,7.24588621791642,1.6349667770691514
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730100.0,7391420.0,3952.0,6300.0,6360.0,3161.0,1358.5,1291.0,1287.0,1125.0,1044.0,1049.0,-0.5086848634264773,0.6607354684775621,0.7156862744123521,-0.1042471042023822,0.9952335548186524,1.2327586195088518,3.78544060940092,6.034482752840533,1.6093117404834738
agua_humedad_001,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,5,728740.0,7390960.0,2769.0,6542.0,6702.0,2099.0,1117.0,1140.0,1105.5,1090.0,1103.0,1097.5,-0.4293457219178356,0.7108859103352878,0.7114453890501706,-0.0011319900379751,1.005011388605912,1.0022665448755514,2.510426108331436,5.931097002782323,2.4203683631562414
agua_humedad_001,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,5,728340.0,7390560.0,2758.0,6586.0,6746.0,2103.0,1109.5,1136.5,1116.0,1083.0,1098.0,1096.0,-0.4238513163593569,0.7102051414294722,0.7142113481631687,-0.0081300812971408,1.0018248166041743,1.0163934416972735,2.5118397062733697,5.998178500912405,2.445975343565636
agua_humedad_004,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729180.0,7389720.0,3402.0,7204.0,7812.0,2764.5,1183.5,1171.5,1131.5,1083.0,1051.0,1047.5,-0.5008271753610175,0.7285105871599171,0.7453664444887502,-0.0368843069704997,1.0033412878249723,1.0765937192420612,3.23691721861378,6.854424351232707,2.296296295621312
agua_humedad_003,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729060.0,7390340.0,3379.0,7058.0,7696.0,2581.5,1249.0,1229.0,1195.0,1106.5,1055.5,1048.0,-0.4774814165987141,0.710408336276456,0.7398163553657711,-0.061986225255727,1.007156487588591,1.1321648497089862,3.2013263825662466,6.686878250415083,2.2775969214922767
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730000.0,7391100.0,4154.0,6418.0,6474.0,3330.5,1400.0,1315.0,1328.5,1130.0,1046.5,1052.0,-0.5153670769693812,0.6570063898977594,0.7196061356126189,-0.1187368420552687,0.99477186217227,1.2694696595609465,3.969421878672315,6.13282369218077,1.5584978330383972
agua_humedad_004,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729460.0,7390160.0,3292.0,7072.0,7686.0,2480.0,1144.0,1143.0,1122.0,1063.0,1041.5,1042.5,-0.4916175803145406,0.7261410787495556,0.7432673937581479,-0.0372082273920923,0.9990407664277784,1.0772923657443183,3.1608257290822603,6.790206426509642,2.334750910590902
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730080.0,7391220.0,3929.0,6368.0,6466.0,3147.5,1351.5,1293.5,1289.5,1147.5,1037.5,1044.0,-0.5057966847742078,0.6632060070958921,0.7198028491364792,-0.1082939406496373,0.9937739454082624,1.2428915650670924,3.78698794815712,6.137831319385223,1.6457113765218347
agua_humedad_003,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,728820.0,7390040.0,4092.0,7512.0,8092.0,3521.0,1580.5,1472.5,1377.5,1273.5,1045.0,1044.0,-0.4962976505171774,0.6900838066606576,0.7557555217067015,-0.1372549019041259,1.0009578534473582,1.3181818169204,3.9157894699370432,7.188516739532519,1.9775171060661003
agua_humedad_004,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,728940.0,7389660.0,3887.0,7486.0,7870.0,3037.5,1263.0,1224.5,1207.0,1088.0,1054.5,1048.0,-0.526109147913995,0.7223053030343604,0.7530589543055958,-0.0674331195810598,1.006202289116219,1.1446183014275786,3.686107156295773,7.099099092366904,2.02469770979555
agua_humedad_004,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729360.0,7389940.0,3426.0,7178.0,7804.0,2615.0,1168.0,1167.5,1135.0,1060.5,1042.0,1038.5,-0.5023021266164652,0.7269337181851396,0.7464720193739085,-0.0427193385196512,1.0033702445802886,1.0892514384940004,3.287907866326384,6.88867561718937,2.277875072306516
agua_humedad_003,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,728720.0,7389900.0,4590.0,7728.0,8040.0,3660.0,1538.0,1460.0,1421.5,1189.0,1054.5,1055.5,-0.5270731097850664,0.6892726377737283,0.7598633645590819,-0.1482229401663073,0.9990525807683064,1.348032241490723,4.352773822330228,7.328591742694554,1.751633986546485
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730020.0,7390880.0,3897.0,6744.0,7034.0,3155.0,1343.5,1288.0,1292.0,1164.5,1040.5,1044.0,-0.5020235111771009,0.6784469884670922,0.7326739031751976,-0.1078242228905362,0.9966475086239008,1.2417107148085431,3.7453147489232914,6.481499272963479,1.8049781878868416
agua_humedad_004,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729200.0,7389840.0,3923.0,7530.0,7900.0,3299.0,1385.0,1344.5,1219.5,1136.5,1040.5,1040.0,-0.5257170635827483,0.7212412137012125,0.7571903622008995,-0.079203539787963,1.0004807682687684,1.1720326754713764,3.770302735444208,7.236905327018831,2.0137649752705165
agua_humedad_004,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,728580.0,7389540.0,3798.0,7220.0,7498.0,2998.0,1232.5,1195.0,1187.5,1077.5,1064.0,1077.0,-0.5236184935265031,0.7175141242084432,0.7431192659653405,-0.0548523206507429,0.9879294326945872,1.1160714275224892,3.569548868825612,6.785714279336734,1.974196945241128
agua_humedad_004,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,728820.0,7389580.0,3733.0,7262.0,7648.0,2880.0,1253.0,1210.0,1213.0,1082.5,1043.0,1054.5,-0.5095026282835619,0.7137463126001479,0.7488260083384917,-0.0753546098956761,0.9890943565774352,1.1629913699300178,3.579098750163855,6.962607855261162,2.0487543525184155
agua_humedad_014,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura/húmeda homogénea,6,729740.0,7394920.0,4330.0,7192.0,7130.0,3418.0,1417.5,1332.0,1353.5,1152.5,1072.5,1071.0,-0.5237089820491406,0.6832250891482973,0.7404561678576494,-0.1158285242721234,1.001400559289075,1.2620046608279676,4.037296033531658,6.705827499574985,1.646651269827563
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729820.0,7390760.0,4017.0,6602.0,6682.0,3189.0,1356.0,1282.5,1297.0,1133.0,1052.0,1046.5,-0.5118554760045435,0.6716040004213693,0.7251110529494237,-0.1042997019564496,1.0052556129906778,1.2328897326683557,3.818441061009086,6.275665393274082,1.6634304202978765
agua_humedad_009,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730240.0,7390480.0,4738.0,6782.0,6710.0,4006.5,1653.0,1516.0,1523.0,1165.5,1056.5,1051.0,-0.5134962465239584,0.6332329920971423,0.7304331184881758,-0.180849001674414,1.005233110366096,1.441552293950258,4.484619020838032,6.4193090332046285,1.4162093707437295
agua_humedad_002,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,728720.0,7390420.0,3172.0,6976.0,7540.0,2483.5,1178.5,1181.5,1146.0,1079.0,1085.0,1071.5,-0.4691987029946274,0.7178034965873179,0.7308026298559976,-0.0273419990912855,1.0125991591109669,1.056221197183206,2.923502301452993,6.4294930816318026,2.377049179578484
agua_humedad_010,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,731160.0,7384240.0,4610.0,7584.0,7692.0,3718.0,1493.5,1382.0,1355.5,1143.0,1038.0,1042.5,-0.5455535997744441,0.6967391911519951,0.7592205983809764,-0.1326509295455814,0.995683452282318,1.3058766846764192,4.441233136376461,7.306358374464009,1.668546637382094
agua_humedad_010,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,731300.0,7385280.0,5776.0,7854.0,7784.0,4996.0,2237.0,2009.0,1934.0,1467.5,1124.0,1129.0,-0.4983138780157828,0.6048222312418449,0.7496101580809077,-0.2648790057995817,0.995571301155384,1.7206405678641987,5.138790031015311,6.987544477769088,1.3476454291295628
agua_humedad_005,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,728960.0,7389340.0,3071.0,5958.0,6118.0,2315.5,1121.5,1117.0,1114.5,1050.5,1061.5,1056.5,-0.4674471388203446,0.6848356308681744,0.697556805940942,-0.0243566176358655,1.004732606715823,1.049929344277033,2.893075833355557,5.612812053120289,1.9921849553916688
agua_humedad_005,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,729020.0,7389220.0,3079.0,6006.0,6186.0,2379.5,1134.5,1127.5,1119.5,1073.5,1062.5,1066.0,-0.4667143026160023,0.6857764366450387,0.6993704462475249,-0.0261228230861031,0.9967166970012038,1.0536470578318615,2.8978823502137576,5.652705877032747,2.009093860990876
agua_humedad_009,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730240.0,7390400.0,5080.0,6906.0,6806.0,4354.5,1887.0,1715.0,1695.5,1276.5,1061.0,1052.0,-0.499520330529183,0.6057664360163033,0.7336513115685137,-0.2301832032540601,1.0085551321211452,1.5980207336493677,4.787935905006657,6.508953811018893,1.339763779263826
agua_humedad_009,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730580.0,7391380.0,3734.0,6186.0,6342.0,2943.5,1233.0,1184.5,1169.5,1060.5,1057.0,1048.0,-0.5229937798464375,0.6820066615890141,0.7081319894093425,-0.0505277340891409,1.008587785297149,1.1064333007507725,3.532639542542441,5.852412482637263,1.698446705490507
agua_humedad_001,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,728620.0,7390680.0,3172.0,6996.0,7086.0,2389.0,1128.5,1132.5,1110.5,1078.5,1068.5,1093.5,-0.4813776998292171,0.7260223276721122,0.7350114699317984,-0.0192748967327788,0.9771376305650318,1.039307439364242,2.9686476340957904,6.547496484279367,2.2339218151847664
agua_humedad_004,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,728940.0,7389700.0,3461.0,7256.0,7794.0,2771.0,1224.0,1202.0,1137.5,1077.5,1047.5,1073.5,-0.5052734586266666,0.7289569308716319,0.7476967542906369,-0.0411899313312631,0.975780157451532,1.0859188533785975,3.304057276082045,6.926968967134158,2.251950302729861
agua_humedad_001,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,5,728320.0,7390520.0,2714.0,6486.0,6690.0,2050.5,1120.0,1130.5,1103.5,1084.0,1102.5,1103.5,-0.4218729533930915,0.7092035047487708,0.7094287407643897,-0.0004533091566394,0.9990937915730912,1.000907028570606,2.4616780023023326,5.882993191942862,2.4649963144933693
agua_humedad_001,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,5,728760.0,7390940.0,2812.0,6668.0,6812.0,2130.0,1116.0,1127.0,1110.5,1073.5,1090.0,1080.5,-0.4337794772635361,0.7144693706094402,0.7189997421089198,-0.0093160645265548,1.0087922248877443,1.0188073385148555,2.579816511394664,6.117431187048227,2.422475105824156
agua_humedad_009,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730500.0,7391180.0,4041.0,6308.0,6298.0,3351.0,1394.5,1296.0,1277.5,1072.5,1050.5,1050.0,-0.5196013912720501,0.6631731592296918,0.7144798531338615,-0.0975085910234069,1.0004761895233558,1.2160875761864944,3.84673964412495,6.004759632551394,1.558525117159484
agua_humedad_002,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,728460.0,7390060.0,3595.0,7150.0,7568.0,2716.0,1225.0,1185.5,1169.0,1091.0,1079.5,1091.0,-0.5092359360811847,0.7189566052747979,0.7376511330290235,-0.0398043139693999,0.9894592108254268,1.0829087530496444,3.3302454809353907,6.623436770149664,2.105146035575759
agua_humedad_006,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730180.0,7391620.0,4262.0,6380.0,6346.0,3470.0,1487.5,1396.5,1400.5,1171.0,1046.5,1040.5,-0.5053421632661647,0.6399974293888571,0.7181714130858181,-0.1446669390499931,1.005766457466827,1.3382704239481409,4.072623025253107,6.096512177643084,1.488972313118495
agua_humedad_009,3,agua_humedad,humedad_agua,seca,alta,train,sentinel2_l2a_2025,zona oscura homogénea asociada a humedad superficial,6,730120.0,7390500.0,4036.0,6188.0,6082.0,3345.5,1388.5,1287.5,1301.0,1081.5,1065.0,1065.5,-0.5124601835277384,0.652557083635658,0.7063284157305489,-0.0997464073965569,0.9995307358052268,1.2215962429844165,3.78967135794397,5.810328633041944,1.5069375615691434
