sample_id,class_id,class_name,macro_class,season,confidence,split,source,notes,scl,x,y,B04,B03,B02,B05,B06,B07,B08,B8A,B11,B12,NDVI,NDWI,MNDWI,NDBI_like,SWIR_ratio,NIR_SWIR_ratio,RED_SWIR_ratio,GREEN_SWIR_ratio,BLUE_RED_ratio
suelodesnudo_004,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,737960.0,7409980.0,4444.0,3369.0,2714.0,4674.5,4774.5,4907.5,4954.0,4939.0,5392.5,4828.5,0.054266865284713,-0.1904361407917294,-0.2309536038085997,0.0423814816563686,1.116806461402753,0.9186833563433132,0.8241075566390157,0.6247566062819181,0.6107110709696869
suelodesnudo_005,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,738440.0,7409960.0,4346.0,3288.0,2635.0,4591.0,4728.5,4852.5,4848.0,4866.0,5403.5,4940.5,0.0546008266201217,-0.1917404129557841,-0.2433987228621758,0.0541871921129408,1.0937152107896535,0.8971962615162031,0.804293513314649,0.6084944941966328,0.6063046478126312
suelodesnudo_009,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,744280.0,7410080.0,4424.0,2865.0,2237.0,4844.0,5121.5,5257.5,5260.0,5367.5,5772.5,5878.5,0.0863279636424692,-0.2947692307329514,-0.336613603434256,0.0464536596377562,0.9819681889968584,0.9112169768884856,0.7663923775198973,0.4963187526208196,0.5056509944607479
suelodesnudo_012,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,742360.0,7408340.0,4150.0,3075.0,2537.0,4445.5,4632.5,4760.5,4766.0,4800.5,5007.5,4960.5,0.0690892776952569,-0.2156612676679427,-0.2390968140749648,0.0247096741162623,1.0094748511219684,0.9517723412976988,0.8287568645374425,0.6140788815548519,0.6113253010575119
suelodesnudo_005,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,738420.0,7409800.0,4176.0,3135.0,2515.0,4401.5,4544.5,4670.5,4702.0,4682.5,5156.5,4697.5,0.0592475782767236,-0.1999489600357344,-0.2438038955262854,0.0461023482227415,1.097711548462435,0.9118588187895164,0.8098516433996215,0.6079705225234228,0.6022509577101889
suelodesnudo_004,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,737800.0,7409960.0,4408.0,3315.0,2692.0,4648.0,4752.5,4908.5,4912.0,4924.0,5354.0,4813.0,0.0540772532130818,-0.1941169320294011,-0.2352059060750714,0.0430547438103394,1.1124039058565542,0.9174449008372348,0.823309674855564,0.6191632423199172,0.6107078038541951
suelodesnudo_012,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,742480.0,7408400.0,4244.0,3045.0,2471.0,4684.0,4853.0,4962.5,4858.0,4966.5,5084.5,5072.5,0.0674577015966317,-0.2294065544439571,-0.250876437634433,0.0227809906942136,1.002365697190268,0.9554528466996848,0.8346936766968839,0.5988789456979292,0.5822337416158733
suelodesnudo_009,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,744220.0,7410140.0,4406.0,2990.0,2407.0,4776.0,5033.5,5167.0,5204.0,5250.5,5684.5,5770.5,0.0830385015522332,-0.2701977056052968,-0.3106230906322412,0.0441291270566075,0.9850966119079636,0.915471897103444,0.7750901573093341,0.5259917318100111,0.5463004991951201
suelodesnudo_004,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,737760.0,7410000.0,4452.0,3335.0,2736.0,4696.5,4812.5,4943.5,4986.0,4987.5,5393.0,4857.5,0.0565797838465162,-0.1984136521814188,-0.235792850568768,0.0392137970865002,1.1102418937498215,0.9245318003106746,0.8255145557527322,0.6183942146081227,0.6145552559266497
suelodesnudo_010,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,744300.0,7411000.0,3222.0,2208.0,1805.0,3448.0,3640.5,3800.0,3853.0,3785.5,3880.0,3715.0,0.0891872791393374,-0.2714073584769167,-0.2746386333320239,0.0034915298068677,1.0444145353850836,0.9930412368574636,0.8304123709199969,0.5690721648017856,0.5602110488639941
suelodesnudo_008,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,747140.0,7410880.0,4306.0,3080.0,2513.0,4567.5,4751.0,4928.0,4974.0,4931.0,4811.5,5009.5,0.0719827586129328,-0.2351626520691379,-0.2194132927555707,-0.0166062030538443,0.9604750971233704,1.03377325136989,0.8949392079611473,0.640133014519353,0.5836042729717593
suelodesnudo_008,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,747060.0,7410920.0,4096.0,2999.0,2477.0,4389.0,4564.0,4726.5,4740.0,4708.5,4598.0,4673.5,0.0728836577554454,-0.224964465664173,-0.2104778201644757,-0.0152066823714706,0.9838450837736504,1.030882992381278,0.8908220963699821,0.6522401042513614,0.6047363279773592
suelodesnudo_008,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,747320.0,7410860.0,4138.0,2944.0,2345.0,4386.5,4599.0,4754.5,4854.0,4783.0,4880.5,5104.5,0.0796263345107177,-0.2449345985836195,-0.2474918524829072,0.0027222764391882,0.9561171513456524,0.9945702282564142,0.8478639481922212,0.6032168833924358,0.5666988882149108
suelodesnudo_008,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,747100.0,7410660.0,4418.0,3256.0,2604.0,4587.0,4767.5,4953.0,5064.0,4967.0,5157.0,5363.0,0.0681290866833865,-0.2173076922815736,-0.2259598240549197,0.0090989139996968,0.9615886628824186,0.9819662592627562,0.8566996314026178,0.6313748302052792,0.5894069713468975
suelodesnudo_008,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,747200.0,7410640.0,4248.0,3211.0,2600.0,4477.5,4642.0,4791.5,4818.0,4831.5,5082.5,5250.5,0.0628722700129194,-0.200149458189046,-0.2256586483118516,0.026715822430512,0.9680030471444618,0.9479586815645924,0.8358091488763779,0.6317757008102752,0.6120527305527182
suelodesnudo_006,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,735160.0,7411800.0,4544.0,3465.0,2699.0,4714.0,4827.0,4973.5,4994.0,4983.5,5483.5,4987.5,0.0471797022387104,-0.180754226246512,-0.2255685310135141,0.0467191601005278,1.0994486213334438,0.9107321964236832,0.8286678214956382,0.6318956869459477,0.5939700702918199
suelodesnudo_005,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,738520.0,7409860.0,4086.0,3061.0,2483.0,4280.0,4401.5,4551.5,4552.0,4556.0,5008.0,4565.0,0.053947673066225,-0.1958492052809865,-0.2412938405947089,0.047698744764885,1.0970427160795089,0.9089456867194596,0.8158945685271776,0.6112220446063853,0.6076847771395779
suelodesnudo_004,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,737840.0,7409960.0,4420.0,3335.0,2738.0,4664.0,4803.5,4919.0,4914.0,4940.5,5362.5,4838.0,0.0529247910806808,-0.1914171414484886,-0.2331129634684549,0.0436432637528688,1.1084125669474136,0.9163636361927526,0.8242424240887193,0.6219114217954477,0.619457013434512
suelodesnudo_012,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,742120.0,7408240.0,3993.0,2833.0,2366.0,4389.0,4578.0,4712.0,4602.0,4731.0,4941.0,4897.0,0.0708551483338155,-0.2379287155026323,-0.2711602778143606,0.0355234203043567,1.0089850927079875,0.9313904066117404,0.8081360046937591,0.5733657153261756,0.5925369394959837
suelodesnudo_007,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741940.0,7407180.0,4576.0,2994.0,2317.0,4910.0,5166.5,5308.5,5390.0,5333.5,5606.0,5546.5,0.0816777041860648,-0.2857824427140049,-0.3037209301972417,0.0196435067279334,1.0107274856196289,0.961469853556641,0.8162682838358422,0.5340706385062307,0.5063374124767619
suelodesnudo_008,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,747080.0,7410840.0,4622.0,3338.0,2714.0,4765.0,4959.0,5140.5,5286.0,5131.0,5042.0,5216.0,0.0670165522742211,-0.2258812615693551,-0.2033412887585511,-0.0236250968218798,0.9666411041091562,1.04839349443705,0.916699722150595,0.6620388733316067,0.587191691781222
suelodesnudo_004,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,737880.0,7410000.0,4416.0,3333.0,2707.0,4660.0,4800.5,4902.5,4922.0,4952.5,5399.5,4825.5,0.0541871921124237,-0.1924894003400981,-0.2366447179803441,0.0462626556172782,1.1189514037677024,0.911565885561336,0.817853504802694,0.6172793776058376,0.612998188266984
suelodesnudo_005,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,738480.0,7409860.0,4076.0,3052.0,2461.0,4326.5,4459.5,4593.0,4584.0,4593.5,5056.0,4591.5,0.0586605080763671,-0.2006286013356955,-0.2471632954801229,0.0489626555965806,1.101165196319032,0.9066455694409324,0.806170885916501,0.6036392403869384,0.6037782137871005
suelodesnudo_013,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,743040.0,7409520.0,4370.0,3047.0,2412.0,4713.0,4904.0,5073.0,5086.0,5101.0,5507.0,5500.5,0.0757191201273562,-0.2507069961575425,-0.2875847556362421,0.0397432266553626,1.0011817105715513,0.9235518429410656,0.7935355001282848,0.5532958052381884,0.5519450799652299
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741200.0,7409060.0,4454.0,3151.0,2544.0,4816.5,5048.0,5189.0,5242.0,5267.0,5621.0,5540.0,0.0812706270543243,-0.2491361848863176,-0.2815777473459213,0.0348890729968803,1.0146209384450142,0.9325742748741196,0.7923856963543167,0.5605764097917494,0.5711719801142406
suelodesnudo_009,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,744380.0,7410120.0,4402.0,2780.0,2140.0,4745.5,5002.0,5170.5,5226.0,5228.5,5447.0,5423.0,0.0855837141581238,-0.3055208593173218,-0.3241764919990061,0.0207064555400818,1.0044255945040703,0.9594272074610928,0.8081512757833391,0.5103726821166931,0.4861426623157331
suelodesnudo_004,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,738000.0,7409920.0,4420.0,3340.0,2686.0,4635.0,4755.0,4899.5,4918.0,4919.0,5378.0,4890.5,0.0533304776126225,-0.19108743034741,-0.2337692130954612,0.0446775446732053,1.099683058767062,0.9144663441958968,0.8218668648527581,0.621048716879686,0.6076923075548207
suelodesnudo_012,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,742360.0,7408480.0,4202.0,3109.0,2560.0,4465.0,4601.5,4744.5,4772.0,4721.0,4892.0,4825.0,0.0635168263802633,-0.2110138307053655,-0.2228471440791342,0.0124172185417614,1.0138860101525624,0.9754701551562815,0.8589533931195925,0.6355273915299412,0.6092336980939472
suelodesnudo_007,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,742020.0,7407000.0,3938.0,2763.0,2256.0,4166.5,4374.5,4494.5,4512.0,4517.0,4862.5,4875.0,0.0679289940748013,-0.2404123711009742,-0.2753262080813945,0.0373886607245838,0.9974358972312952,0.9279177375983716,0.8098714651290753,0.5682262209628326,0.5728796341866735
suelodesnudo_008,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,747260.0,7410760.0,4426.0,3236.0,2579.0,4681.0,4838.5,5014.0,5066.0,5042.5,5242.0,5437.5,0.0674252001614596,-0.2204288123078259,-0.2366124085590218,0.0170741171888752,0.9640459768341983,0.9664250284306704,0.8443342234177157,0.6173216328467528,0.582693176551583
suelodesnudo_005,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,738540.0,7409840.0,4061.0,3037.0,2450.0,4297.0,4405.5,4527.5,4558.0,4560.5,5009.5,4554.0,0.0576633020005031,-0.2002633311125393,-0.2451376374516699,0.0471910112310226,1.10002195847606,0.909871244453564,0.8106597463198603,0.6062481284347243,0.6032996797332432
suelodesnudo_013,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,743140.0,7409460.0,4320.0,3057.0,2413.0,4652.5,4835.0,4987.0,4948.0,5000.0,5336.5,5370.0,0.0677600345200949,-0.2362273578718016,-0.271579198156719,0.0377752929128518,0.9937616385486476,0.927199475137787,0.8095193477354972,0.5728473717656053,0.5585648146855173
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740820.0,7409120.0,4452.0,3272.0,2664.0,4802.0,4993.5,5171.5,5164.0,5229.0,5590.0,5537.5,0.0740432612235812,-0.2242769084608491,-0.2615662378400399,0.0396131671899188,1.0094808124587844,0.923792486417926,0.7964221823262214,0.5853309480169354,0.5983827491917378
suelodesnudo_012,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,742260.0,7408240.0,4232.0,3092.0,2520.0,4383.0,4563.5,4732.5,4828.0,4737.5,5006.0,4966.5,0.0657836644519002,-0.2191919191642434,-0.2363546554412997,0.0181004677630566,1.007953286820104,0.9644426686047856,0.8453855371862993,0.6176588093053018,0.5954631378555143
suelodesnudo_007,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741940.0,7407280.0,4442.0,2952.0,2315.0,4806.0,5042.5,5180.0,5182.0,5205.5,5439.5,5385.5,0.0768911055614202,-0.2741578558797445,-0.2964309121972912,0.0242432801370575,1.01002692396063,0.9526610899985916,0.8166191744063573,0.5426969389571289,0.5211616387840698
suelodesnudo_012,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,742280.0,7408280.0,4286.0,3133.0,2595.0,4555.0,4723.0,4843.0,4832.0,4885.5,5106.0,5040.0,0.0598815529655756,-0.2133082234509343,-0.2394708095352019,0.0275709398241526,1.013095237894227,0.9463376418044774,0.8394046218489218,0.6135918526021167,0.6054596358830006
suelodesnudo_004,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,737840.0,7409860.0,4328.0,3230.0,2599.0,4553.0,4691.5,4844.5,4834.0,4851.0,5255.5,4791.5,0.0552281161258209,-0.1989087301340638,-0.2387013139781154,0.0417761038662197,1.0968381506632916,0.9197983063609936,0.8235182188519611,0.6145942344944164,0.60050831779101
suelodesnudo_012,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,742360.0,7408260.0,3999.0,2870.0,2369.0,4256.5,4403.5,4554.5,4574.0,4564.5,4787.0,4696.0,0.0670710369687307,-0.2289091885775243,-0.2503591484588796,0.0227539792732876,1.019378193990763,0.9555044911310832,0.8353875076592046,0.599540421850942,0.5923980993767447
suelodesnudo_008,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,747280.0,7410980.0,4022.0,2791.0,2203.0,4314.0,4516.5,4707.0,4766.0,4718.0,4549.5,4734.0,0.0846609012193148,-0.2613470953736473,-0.2395613377508941,-0.0232408351646996,0.9610266157665764,1.0475876467639107,0.8840531924642151,0.6134740079979175,0.5477374439214974
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740780.0,7409120.0,4624.0,3343.0,2735.0,4881.0,5072.0,5206.5,5260.0,5241.0,5572.0,5537.0,0.064346418447557,-0.2228292455860944,-0.2500280425967439,0.0288035450490395,1.006321112334058,0.9440057428312982,0.8298636035840158,0.5999641061378385,0.5914792386264102
suelodesnudo_006,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,735340.0,7411880.0,4332.0,3316.0,2588.0,4547.0,4695.5,4796.0,4802.0,4804.5,5332.0,4810.0,0.051456098089396,-0.1830500122957563,-0.2331174837843296,0.0522991908375469,1.1085239082934462,0.9006001498686046,0.8124531131259465,0.6219054762524558,0.5974145889664324
suelodesnudo_008,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,747120.0,7410760.0,4450.0,3337.0,2726.0,4653.0,4824.0,4985.5,5056.0,5004.0,5146.0,5316.0,0.0637492110179098,-0.2048135350643615,-0.2132500294455676,0.0088217996462633,0.96802106829044,0.982510687722015,0.8647493196920424,0.6484648269241227,0.6125842695252619
suelodesnudo_004,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,738020.0,7409840.0,4302.0,3197.0,2567.0,4517.5,4633.5,4789.5,4820.0,4781.5,5269.0,4797.5,0.0567857925831192,-0.2024448047645697,-0.244743680575863,0.0445039151507083,1.098280354122297,0.9147845889324758,0.8164737140223052,0.6067565001695281,0.5966992095312181
suelodesnudo_003,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,736900.0,7410600.0,3999.0,2889.0,2291.0,4222.5,4388.5,4507.0,4512.0,4536.5,4981.0,4618.0,0.0602749383080396,-0.2192946898771389,-0.2658195679458933,0.0494048246024012,1.0786054566741867,0.9058422001795136,0.8028508330048482,0.580004015141537,0.5728932231625673
suelodesnudo_003,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,736940.0,7410660.0,4406.0,3176.0,2515.0,4624.0,4760.0,4914.0,4944.0,4926.0,5367.0,4871.5,0.0575401069457176,-0.2177339901209687,-0.2564672831257793,0.0410241489631438,1.101714050887465,0.9211850193923634,0.8209427984309776,0.5917644865675862,0.5708125282408505
suelodesnudo_008,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,747200.0,7410900.0,4184.0,3078.0,2487.0,4427.0,4592.5,4783.5,4866.0,4754.0,4767.0,4976.5,0.0753591160137724,-0.2250755286725735,-0.2152963670853669,-0.0102771722194251,0.9579021398657888,1.0207677782628974,0.8777008598955944,0.6456891125140153,0.5944072656323118
suelodesnudo_008,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,747400.0,7410860.0,3627.0,2552.0,2068.0,3854.0,4059.0,4195.5,4312.0,4250.5,4309.0,4508.0,0.0862829071562812,-0.2564102563729006,-0.256085118750024,-0.0003479874724106,0.9558562553336608,1.0006962169875384,0.8417266185096944,0.5922487814824208,0.5701681829142079
suelodesnudo_008,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,747380.0,7410940.0,3729.0,2683.0,2138.0,3998.5,4186.0,4372.0,4312.0,4379.5,4520.5,4743.5,0.0725034199636235,-0.2328806289874366,-0.2550843339688923,0.0236060005634185,0.9529882995777404,0.9538767833306322,0.8249087488497049,0.5935184159731183,0.573344059915971
suelodesnudo_007,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741840.0,7407120.0,4448.0,3014.0,2391.0,4875.5,5118.5,5280.5,5190.0,5267.0,5550.5,5391.5,0.0769869267403001,-0.2652364699822969,-0.2961643995217275,0.0335645454090997,1.0294908650599108,0.9350508961471848,0.8013692458694948,0.5430141427721801,0.537544963907926
suelodesnudo_003,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,737000.0,7410600.0,4262.0,3100.0,2453.0,4498.0,4638.0,4798.5,4798.0,4794.0,5244.5,4754.5,0.0591611478963398,-0.214991136969487,-0.2569956258305476,0.0444610405731181,1.1030602584702784,0.914863189834138,0.8126608826746761,0.5910954331983801,0.5755513841915646
suelodesnudo_006,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,735400.0,7411800.0,4302.0,3299.0,2604.0,4480.5,4603.0,4713.0,4768.0,4735.5,5295.5,4881.5,0.0513781697848535,-0.1820999132041527,-0.2322997265422887,0.0524171510853662,1.0848099967049452,0.9003871209705623,0.8123878763455031,0.6229817768628114,0.6052998603892841
suelodesnudo_002,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,738740.0,7408920.0,3767.0,2725.0,2201.0,4039.5,4173.5,4332.0,4322.0,4349.0,4624.0,4251.5,0.0686116948858188,-0.2266212572404397,-0.2584025037068441,0.0337581041768658,1.0876161352257752,0.9346885811127404,0.8146626295816041,0.5893166088690924,0.5842845764310368
suelodesnudo_002,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,738720.0,7408900.0,3792.0,2708.0,2173.0,4045.5,4198.5,4331.5,4322.0,4329.5,4618.0,4253.0,0.0653192013722801,-0.2295874821864029,-0.260715260679673,0.0331096196830973,1.0858217726109047,0.935902988103962,0.8211346901643276,0.5864010392840188,0.5730485230556307
suelodesnudo_012,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,742440.0,7408440.0,4574.0,3395.0,2827.0,4815.5,4954.5,5098.0,5096.0,5052.5,5264.0,5180.0,0.0539813857234765,-0.2003297608997374,-0.2158447857471018,0.0162162162146509,1.0162162160200354,0.968085106199072,0.8689209724793082,0.644946808388118,0.6180585919068521
suelodesnudo_004,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,737820.0,7409960.0,4422.0,3372.0,2735.0,4657.5,4785.5,4909.0,4936.0,4944.5,5367.0,4825.5,0.0549262662903476,-0.1882522869296759,-0.2282869893319273,0.0418324759738103,1.1122163504067524,0.9196944287460976,0.8239239797235095,0.6282839574011022,0.6184984168660111
suelodesnudo_006,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,735300.0,7411800.0,4570.0,3544.0,2829.0,4749.0,4864.5,4971.5,5024.0,5009.0,5418.5,4940.0,0.0473212424382612,-0.1727357609508945,-0.2091492328915872,0.0377783097880988,1.0968623479561006,0.9271938726719212,0.8434068467576992,0.6540555503083776,0.6190371989892697
suelodesnudo_005,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,738440.0,7409700.0,4122.0,3031.0,2473.0,4351.0,4489.0,4641.0,4616.0,4664.5,5056.0,4606.0,0.0565346761207902,-0.2072708251330886,-0.2504018795288238,0.0454921422616323,1.0976986536913376,0.9129746833637312,0.8152689871805243,0.5994857593751016,0.599951479718595
suelodesnudo_008,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,747060.0,7410840.0,4398.0,3201.0,2594.0,4620.5,4857.0,4989.5,5116.0,5002.0,4937.5,5125.5,0.0754677317557843,-0.2302512925056809,-0.2133685568331549,-0.0177550106910275,0.9633206514557954,1.0361518985243237,0.890734177034788,0.6483037973370523,0.5898135514802606
suelodesnudo_008,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,747160.0,7410680.0,4472.0,3215.0,2564.0,4664.5,4872.5,5045.0,5150.0,5039.0,5235.0,5456.0,0.0704635210901617,-0.2313209802473017,-0.2390532544095794,0.0081848820406177,0.9594941347215002,0.983763132572347,0.8542502386142788,0.6141356254796302,0.5733452592635632
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741220.0,7409040.0,4444.0,3215.0,2592.0,4780.0,5002.0,5161.5,5162.0,5208.5,5552.0,5436.5,0.0747449510644654,-0.2324221081255315,-0.2665678110794379,0.0364009706891542,1.0212452863016197,0.9297550430602024,0.8004322765128904,0.5790706050830204,0.583258325701337
suelodesnudo_005,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,738420.0,7409980.0,4394.0,3345.0,2671.0,4655.0,4760.5,4889.0,4904.0,4930.0,5465.5,4983.0,0.0548505054791513,-0.1889926051413513,-0.2406787355722514,0.0541491875158735,1.0968292191256612,0.8972646599767149,0.8039520627931658,0.6120208579979836,0.6078743740082215
suelodesnudo_004,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,737800.0,7410080.0,4684.0,3608.0,2986.0,4932.5,5062.0,5206.5,5220.0,5183.5,5632.0,5091.0,0.0541195476520477,-0.1826008155660851,-0.2190476190239126,0.0379653520053478,1.1062659593191384,0.9268465907445228,0.8316761362159666,0.6406249998862527,0.6374893252268383
suelodesnudo_006,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,735380.0,7411820.0,4254.0,3262.0,2592.0,4480.5,4588.0,4717.5,4712.0,4697.5,5269.0,4812.5,0.0510818648169661,-0.1818409831725807,-0.2352596412805931,0.0558060314541823,1.09485714262964,0.8942873408817067,0.8073638259997411,0.6190928068667503,0.6093088856113519
suelodesnudo_005,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,738540.0,7409740.0,4038.0,2998.0,2437.0,4258.5,4383.5,4505.5,4544.0,4542.5,4893.0,4491.5,0.0589606152343322,-0.2049854149821021,-0.2401470028842799,0.0369820917625323,1.089391071782391,0.928673615179098,0.8252605761648761,0.6127120374795193,0.6035165922230024
suelodesnudo_008,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,747460.0,7411000.0,3784.0,2882.0,2391.0,3811.0,4003.0,4130.5,4346.0,4157.0,4316.0,4468.5,0.0691266912584099,-0.2025456557550435,-0.1992220060851317,-0.0034634033706461,0.9658722164113522,1.0069508802115497,0.8767377199080774,0.667747914581152,0.6318710357738184
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740760.0,7409140.0,4520.0,3265.0,2786.0,4818.5,4980.0,5122.5,5142.0,5147.5,5463.5,5398.0,0.0643759056029418,-0.2232663256544229,-0.2518760382365955,0.030314459475714,1.0121341235620351,0.941154937138985,0.8273085017246621,0.5976022694980136,0.6163716812795638
suelodesnudo_008,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,747240.0,7410960.0,3972.0,2795.0,2238.0,4275.5,4491.0,4664.5,4724.0,4656.5,4466.0,4650.5,0.086476540928418,-0.2565500731139047,-0.2301335903828489,-0.0280739934681094,0.9603268463691372,1.0577698161536564,0.889386475394226,0.6258396774236812,0.5634441086194754
